2,1,0.15,B,B,B,B,B,B,B,B,B,B,B
2,1,0.30,B,B,B,B,B,B,B,B,B,B,B
2,1,0.45,B,B,B,B,B,B,B,B,B,B,B
2,1,1.00,B,B,B,B,B,B,B,B,B,B,B
2,1,1.15,B,B,B,B,B,B,B,B,B,B,B
2,1,1.30,B,B,B,B,B,B,B,B,B,B,B
2,1,1.45,B,B,B,B,B,B,B,B,B,B,B
2,1,2.00,B,B,B,B,B,B,B,B,B,B,B
2,1,10.15,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B
2,1,10.30,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B
2,1,10.45,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,Y
2,1,11.00,Y,Y,Y,Y,Y,Y,Y,R,Y,B,Y
2,1,11.15,Y,Y,Y,Y,Y,Y,Y,R,Y,Y,Y
2,1,11.30,R,R,Y,Y,Y,Y,Y,R,Y,Y,Y
2,1,11.45,Y,Y,Y,Y,Y,Y,Y,R,Y,Y,Y
2,1,12.00,Y,Y,Y,Y,Y,Y,Y,R,Y,Y,Y
2,1,12.15,Y,Y,Y,Y,Y,Y,Y,R,Y,Y,Y
2,1,12.30,Y,Y,Y,Y,Y,Y,Y,R,R,Y,Y
2,1,12.45,Y,Y,Y,Y,Y,Y,Y,R,R,Y,Y
2,1,13.00,Y,Y,Y,Y,Y,Y,Y,R,R,Y,Y
2,1,13.15,R,R,R,Y,Y,Y,Y,R,R,Y,Y
2,1,13.30,R,R,Y,Y,Y,Y,Y,R,R,Y,Y
2,1,13.45,R,R,Y,Y,Y,Y,Y,R,R,Y,Y
2,1,14.00,R,R,R,R,R,Y,Y,R,Y,Y,Y
2,1,14.15,B,R,R,R,R,Y,Y,R,Y,Y,Y
2,1,14.30,B,R,R,R,B,R,R,R,B,Y,Y
2,1,2.15,B,B,B,B,B,B,B,B,B,B,B
2,1,2.30,B,B,B,B,B,B,B,B,B,B,B
2,1,2.45,B,B,B,B,B,B,B,B,B,B,B
2,1,3.00,B,B,B,B,B,B,B,B,B,B,B
2,1,3.15,B,B,B,B,B,B,B,B,B,B,B
2,1,3.30,B,B,B,B,B,B,B,B,B,B,B
2,1,3.45,B,B,B,B,B,B,B,B,B,B,B
2,1,4.00,B,B,B,B,B,B,B,B,B,B,B
2,1,4.15,B,B,B,B,B,B,B,B,B,B,B
2,1,4.30,B,B,B,B,B,B,B,B,B,B,B
2,1,4.45,B,B,B,B,B,B,B,B,B,B,B
2,1,5.00,B,B,B,B,B,B,B,B,B,B,B
2,1,5.15,B,B,B,B,B,B,B,B,B,B,B
2,1,5.30,B,B,B,B,B,B,B,B,B,B,B
2,1,5.45,B,B,B,B,B,B,B,B,B,B,B
2,1,6.00,B,B,B,B,B,B,B,B,B,B,B
2,1,6.15,B,B,B,B,B,B,B,B,B,B,B
2,1,6.30,B,B,B,B,B,B,B,B,B,B,B
2,1,6.45,B,B,B,B,B,B,B,B,B,B,B
2,1,7.00,B,B,B,B,B,B,B,B,B,B,B
2,1,7.15,Y,Y,B,B,B,B,Y,B,B,B,B
2,1,7.30,Y,Y,Y,Y,B,B,Y,B,B,B,B
2,1,7.45,R,R,Y,Y,Y,Y,Y,Y,Y,B,B
2,1,8.00,R,R,Y,Y,Y,Y,Y,Y,B,B,B
2,1,8.15,R,R,Y,Y,Y,Y,Y,Y,Y,B,B
2,1,8.30,R,R,Y,Y,Y,Y,Y,Y,B,B,B
2,1,8.45,R,R,Y,Y,Y,Y,Y,Y,B,B,B
2,1,9.00,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B
2,1,9.15,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B
2,1,9.30,Y,Y,B,B,Y,Y,Y,Y,B,B,B
2,1,9.45,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B
2,1,10.00,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B
0,1,21.00,R,R,R,Y,Y,Y,Y,R,R,Y,R
0,1,21.15,R,R,Y,Y,Y,Y,Y,R,R,Y,R
0,1,21.30,R,R,Y,Y,Y,Y,Y,R,R,Y,R
0,1,21.45,R,R,Y,Y,Y,Y,Y,R,R,Y,R
0,1,22.00,R,R,Y,Y,Y,Y,Y,Y,R,Y,Y
0,1,22.15,R,R,Y,Y,Y,Y,Y,Y,Y,Y,Y
0,1,22.30,R,R,Y,Y,Y,B,Y,Y,Y,Y,Y
0,1,22.45,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
0,1,23.00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
0,1,23.15,Y,B,Y,Y,B,Y,Y,Y,Y,Y,Y
0,1,23.30,Y,Y,B,B,B,B,Y,Y,B,B,B
0,1,23.45,B,B,B,B,B,B,B,Y,B,B,Y
0,1,24.00,B,B,B,B,B,B,B,B,B,B,B
